lemma,total_count,unique_comments,words
involvement,3,3,involvement
invoque,1,1,invoque
invovl,1,1,invovled
inzunza,1,1,inzunza
iof,1,1,iof
ion,1,1,ions
iowa,3,3,iowa
ip,31,15,ip
ip=209.85.216.77,1,1,ip=209.85.216.77
ipad,2,2,ipad
ipadbegin,1,1,ipadbegin
ipbtax,1,1,ipbtax
iphone,5,5,iphone
iphoneon,1,1,iphoneon
ir,9,9,ir
ira,1,1,ira
iran,16,13,iran
iranian,4,4,iranian
iranians,2,1,iranians
iraq,2,2,iraq
irbid,1,1,irbid
ireland,6,6,ireland
irene,6,3,irene
iris,1,1,iris
irish,3,3,irish
irishman,1,1,irishman
irma,7,2,irma
irregularity,1,1,irregularity
irrespective,1,1,irrespective
irresponsibility,2,1,irresponsibility
irresponsible,7,6,irresponsible
irresponsibly,2,2,irresponsibly
irritate,1,1,irritating
irritated,3,3,irritated
irs,109,62,irs
irush,1,1,irushed
irving,5,4,irving
irvington,1,1,irvington
irwin,3,2,irwin
is,6,5,is
is!obtain,1,1,is!obtained
is$4000.00,1,1,is$4000.00
is($989.67,1,1,is($989.67
is(b)(6,20,15,is(b)(6
is(b)(6).she,1,1,is(b)(6).she
is(b)(6)and,1,1,is(b)(6)and
is(b)(6)application,1,1,is(b)(6)application
is(b)(6)phone,1,1,is(b)(6)phone
is(b)(6)they've,1,1,is(b)(6)they've
is.09/12/2014ocatron,1,1,is.09/12/2014ocatron
is50mil,1,1,is50miles
is:(u.s,1,1,is:(u.s
isaac,2,1,isaac
isaid,2,2,isaid
isb(6,3,3,isb(6
iscis,3,2,iscis
iselt,1,1,iselts
isent,1,1,isent
isida,1,1,isida
isieron,1,1,isieron
islamabad,3,2,islamabad
islamabad-im-enquiry@international.gc.ca,1,1,islamabad-im-enquiry@international.gc.ca
islamel,1,1,islamel
island,7,5,island
islands,2,2,islands
islemlerinde,1,1,islemlerinde
isles,1,1,isles
islomic,1,1,islomics
ismael,14,7,ismael
isn't,1,1,isn't
isnm,1,1,isnm
iso,3,3,iso
iso-8859,1,1,iso-8859
isolate,3,2,isolate | isolated
isp,11,1,isp
israel,14,12,israel
israeli,3,3,israeli
isreserv,1,1,isreserved
issist,1,1,issisted
issuance,10,9,issuance
issue,561,444,issue | issued | issues | issuing
issue(s,3,3,issue(s
issue.msmaw,1,1,issue.msmaw
issue.thank,1,1,issue.thank
issuea,1,1,issuea
issuedto,1,1,issuedto
issues,18,13,issues
issues:1,1,1,issues:1
issuewherein,1,1,issuewherein
issuing,2,2,issuing
ist,1,1,ist
istallment,1,1,istallments
istanbul,3,2,istanbul
isthe,1,1,isthe
isusa.immigration@officeemail.net,1,1,isusa.immigration@officeemail.net
iswww.canadianvisaexpert.com.me,1,1,iswww.canadianvisaexpert.com.me
it,89,51,it | its
it!solicitation,1,1,it!solicitation
it'snot,1,1,it'snot
"it,,,,he",1,1,"it,,,,he"
it--,1,1,it--
it.'purchase,1,1,it.'purchase
it.-,1,1,it.-
it.<br,2,2,it.<br
it.the,1,1,it.the
it.their,1,1,it.their
it?,1,1,it?s
it?i,2,2,it?i
it`s,3,1,it`s
itai,1,1,itai
itali,1,1,itali
italia,1,1,italia
italian,6,6,italian
italy,16,14,italy
itclaim,1,1,itclaims
item,18,16,item | items
itemization,1,1,itemization
itemized,3,3,itemized
items,1,1,items
itfrom,1,1,itfrom
iti,1,1,iti
itin,2,2,itin
itinerary,2,2,itinerary
itlam,1,1,itlam
itrendz,1,1,itrendz
its,14,13,its
itself,3,3,itself
itsolutionservicesllc,1,1,itsolutionservicesllc
ittell,1,1,ittells
itu,3,2,itu
itun,1,1,itunes
itune,5,4,itune | itunes
itunes,3,3,itunes
itunes/,1,1,itunes/
itwa,1,1,itwas
iv,1,1,iv
iv&#180;e,1,1,iv&#180;e
iva,3,2,iva
ivamo,2,2,ivamos
ivan,1,1,ivan
ive,2,2,ive
ivlgreencard@zworg.comusagreencard@usa.comtel,1,1,ivlgreencard@zworg.comusagreencard@usa.comtel
ivoire,1,1,ivoire
ivonne,1,1,ivonne
ivory,3,2,ivory
ivs,1,1,ivs
ivt,5,3,ivt
ivy,3,3,ivy
iwa,1,1,iwas
iwant,2,2,iwant
iwill,1,1,iwill
iwth,1,1,iwth
iyogi,1,1,iyogi
izaguirre,1,1,izaguirre
izai,1,1,izai
izo,1,1,izo
izquierda,1,1,izquierda
i´ve,2,1,i´ve
i¿m,3,3,i¿m
j,17,13,j
j'ai,13,6,j'ai
j'avais,1,1,j'avais
j'estime,1,1,j'estime
j'exige,1,1,j'exige
j'étais,1,1,j'étais
j-1,1,1,j-1
j.,5,5,j.
j1,8,5,j1
j4p,1,1,j4p
jack,11,9,jack
jackson,6,6,jackson
jacksonville,2,2,jacksonville
jacob,4,2,jacob
jacobo,1,1,jacobo
jacosta,7,7,jacosta
jaeseon,1,1,jaeseon
jaeswon,1,1,jaeswon
jagannath,2,2,jagannath
jah,2,1,jah
jail,89,76,jail | jailed
jain,1,1,jain
jalico,1,1,jalico
jalisco,1,1,jalisco
jallen,4,4,jallen
jam,2,2,jam
jamai,1,1,jamais
jamaica,18,13,jamaica
jamaica(b)(6,1,1,jamaica(b)(6
jamaican,6,5,jamaican | jamaicans
jamais,5,1,jamais
jamason,5,1,jamason
james,14,10,james
jameson,1,1,jameson
jamie,2,1,jamie
jan,26,20,jan
jan&utm_content,2,1,jan&utm_content
jan'2014,1,1,jan'2014
jan.16,1,1,jan.16
jan.2012,1,1,jan.2012
jan/18/2006,1,1,jan/18/2006
jane,7,3,jane
janeiro,1,1,janeiro
janell,2,1,janell
janet,5,3,janet
janfeb,1,1,janfeb
janitorial,1,1,janitorial
januabry,1,1,januabry
january,134,104,january
january25,1,1,january25
janush,1,1,janush
janvier,1,1,janvier
janya,1,1,janya
japan,13,9,japan
japanese,11,9,japanese
jar,1,1,jar
jargon,2,1,jargon
jari,2,1,jari
jas,2,1,jas
jasamine,2,2,jasamine
jaslene,1,1,jaslene
jasmin,1,1,jasmin
jasmine,4,3,jasmine
jason,1,1,jason
jauher,3,1,jauher
jauria,2,2,jauria
jawarat,1,1,jawarat
jay,2,2,jay
jayanth,1,1,jayanth
jaykar,1,1,jaykar
jazmin,1,1,jazmin
jazz,1,1,jazz
jb1026,1,1,jb1026
jbrown,3,3,jbrown
jc,1,1,jc
jchase,1,1,jchase
jclifton,1,1,jclifton
je,32,7,je
jealousy+,1,1,jealousy+
jeanette,1,1,jeanette
jeannette,2,2,jeannette
jed,5,1,jed
jeddah,1,1,jeddah
jefe,3,1,jefe
jeff,5,4,jeff
jefferey,1,1,jefferey
jefferson,2,1,jefferson
jeffrey,1,1,jeffrey
jelts,1,1,jelts
jennifer,1,1,jennifer
jenny,5,3,jenny
jensen,1,1,jensen
jeopardise,1,1,jeopardised
jeopardize,4,4,jeopardize | jeopardized
jeopardy,6,5,jeopardy
jepordize,1,1,jepordize
jeremiah,1,1,jeremiah
jeremy,2,2,jeremy
jerk,2,2,jerk
jerome,1,1,jerome
jerpodiz,1,1,jerpodized
jerry,4,4,jerry
jersey,25,21,jersey
jersy,1,1,jersy
jerusalem,1,1,jerusalem
jerzey,1,1,jerzey
jesse,1,1,jesse
jessica,6,5,jessica
jessie,7,3,jessie
jesus,3,3,jesus
jet,1,1,jet
jetti,1,1,jetti
jetty,1,1,jetty
jeweller,1,1,jewellers
jewelry,1,1,jewelry
jewish,4,3,jewish
jews-,1,1,jews-
jfk,5,3,jfk
jhenderson,1,1,jhenderson
jhonson,1,1,jhonson
jhu,1,1,jhu
ji,1,1,ji
jie,1,1,jie
jieron,1,1,jieron
jim,7,3,jim
jimenez,3,1,jimenez
jimmi,1,1,jimmi
jimmy,1,1,jimmy
jinling,1,1,jinling
jmorales1,2,2,jmorales1
jnb,1,1,jnb
joan,1,1,joan
joanna,1,1,joanna
joao,1,1,joao
job,348,232,job | jobs
job&quot,2,2,job&quot
job(in,73,73,job(in
job@himalyamanpower.comphone,1,1,job@himalyamanpower.comphone
jobless,2,2,jobless
jobs,2,2,jobs
jocelin,1,1,jocelin
jody,2,1,jody
joe,10,7,joe
joel,2,2,joel
joesph,1,1,joesph
johannesburg,2,2,johannesburg
johar.consultant@hotmail.com/,1,1,johar.consultant@hotmail.com/
john,54,40,john
johnnyzip.us,1,1,johnnyzip.us
johns,4,2,johns
johnson,11,11,johnson
johnson(information,1,1,johnson(information
johnsonhis,1,1,johnsonhis
johnston,2,1,johnston
johnstown,7,1,johnstown
johnstowns,3,1,johnstowns
join,60,45,join | joined | joining | joins
joint,16,8,joint | jointes
jointe,1,1,jointe
jointes**bonjour,1,1,jointes**bonjour
jointly,3,3,jointly
joke,11,10,joke | joked | jokes | joking
jolivas,2,2,jolivas
jolla,1,1,jolla
jolyana,1,1,jolyana
jon,1,1,jon
jonatan,1,1,jonatan
jonathon,2,1,jonathon
jone,1,1,jones
jones,10,9,jones
jong,1,1,jong
jonson,1,1,jonson
joop,1,1,joop
joopp,1,1,joopp
jordan,9,5,jordan
jorge,2,2,jorge
jose,26,18,jose
josefina,1,1,josefina
joseph,1,1,joseph
josephine,1,1,josephine
josephineproduct_or_service,1,1,josephineproduct_or_service
joshua,1,1,joshua
jour,2,2,jours
journal,1,1,journal
journey,7,7,journey
joven,1,1,joven
joy,1,1,joy
joyas,1,1,joyas
joyeria,1,1,joyeria
jp2827,1,1,jp2827
jpeg,1,1,jpegs
jpg,6,5,jpg
jpmorgan,1,1,jpmorgan
jr,2,2,jr
jr.,3,2,jr.
jsc,1,1,jsc
jsco,2,1,jsco
jsg,1,1,jsg
jspinnato,3,3,jspinnato
jsut,2,2,jsut
jteague,1,1,jteague
ju,1,1,jues
juan,4,4,juan
juana,3,1,juana
juares,3,2,juares
juarez,21,14,juarez
jude,2,2,jude
judge,61,44,judge | judged | judges | judging
judgement,4,3,judgement | judgements
judges,2,1,judges
judgment,9,3,judgment
judicial,4,4,judicial
judicialmente,1,1,judicialmente
judiciary,2,2,judiciary
judith,6,5,judith
judy,4,4,judy
juef,1,1,jueves
juega,1,1,juega
juego,1,1,juego
juegue,1,1,juegue
jueves,1,1,jueves
juez,3,3,juez
jugando,4,3,jugando
jugando”/play,1,1,jugando”/playing
juge,1,1,juge
jugendra,1,1,jugendra
juhasz,3,1,juhasz
juice,1,1,juice
juices,1,1,juices
juicio,1,1,juicio
jul,15,8,jul
julie,1,1,julie
julio,2,2,julio
juliy,1,1,juliy
julum,2,2,julum
july,209,159,july
"july,2012",1,1,"july,2012"
"july,2015",1,1,"july,2015"
july.7.2011,1,1,july.7.2011
july13,1,1,july13
jump,5,5,jumped
jun,5,5,jun
junction,2,2,junction
juncture,1,1,juncture
june,158,131,june
"june,3,2011",1,1,"june,3,2011"
june/2011.mr,1,1,june/2011.mr
jung,1,1,jung
junio,2,2,junio
junior,2,2,junior
junk,5,5,junk
junto,2,2,juntos
junuary,2,2,junuary
juridia,1,1,juridia
jurisdicción,1,1,jurisdicción
jurisdiction,1,1,jurisdiction
jury,2,2,jury
jus,1,1,jus
just,944,733,just
just-,1,1,just-
justa,1,1,justa
justice,49,43,justice
justiceand,1,1,justiceand
justicewitness,1,1,justicewitness
justicia,5,1,justicia
justification,1,1,justification
justified,2,2,justified
justify,15,14,justified | justifies | justify | justifying
justin,1,1,justin
justo,1,1,justo
juárez,1,1,juárez
k,17,14,k
k-1,6,2,k-1
k-1.don't,2,2,k-1.don't
k-3,1,1,k-3
k.,1,1,k.
k.green,1,1,k.green
k1,12,9,k1
k3,2,1,k3
kabul,1,1,kabul
kadma,2,1,kadma
kairat,1,1,kairat
kajtoch,4,1,kajtoch | kajtochs
kalantar,1,1,kalantar
kalvindar,1,1,kalvindar
kamakhya,1,1,kamakhya
kameshwar,1,1,kameshwar
kamloops,1,1,kamloops
kan,2,1,kan
kanakadurga,1,1,kanakadurga
kanpur,1,1,kanpur
kansa,2,1,kansas
kansas,4,3,kansas
kaplan,1,1,kaplan
kapoor,3,1,kapoor
karala,1,1,karala
karen,6,2,karen
karim,1,1,karim
karp,1,1,karp
kart,1,1,kart
kasan,1,1,kasan
kasturba,3,3,kasturba
kasturbhah,1,1,kasturbhah
kate,2,1,kate
katy,1,1,katy
katz,3,2,katz
kaveti,1,1,kaveti
kay,1,1,kay
kayla,1,1,kayla
kazakhstan,4,1,kazakhstan
kazandigimi,1,1,kazandigimi
kb,4,1,kb
kboone,3,3,kboone
kcarr,1,1,kcarr
kcc,6,4,kcc
kcc-state.com,1,1,kcc-state.com
kcc.state.gov@usa.com,1,1,kcc.state.gov@usa.com
kcc.usafis@usa.com,1,1,kcc.usafis@usa.com
kcc@dvlottery.consulate.us.tc>para,1,1,kcc@dvlottery.consulate.us.tc>para
kcc_usafis@mail2kentucky.comsincerely,1,1,kcc_usafis@mail2kentucky.comsincerely
kccdv@dv-state.com,2,2,kccdv@dv-state.com
kccdv@state-us.com,1,1,kccdv@state-us.com
kccdv@state.gov~,1,1,kccdv@state.gov~
kccstate.com,1,1,kccstate.com
ke,2,1,ke
keele,1,1,keele
keen,3,3,keen
keep,392,322,keep | keeping | keeps | kept
keiser,1,1,keiser
keita,4,1,keita
keitasaitoh@mac.com,1,1,keitasaitoh@mac.com
keith,1,1,keith
kelly,2,2,kelly
kemp,1,1,kemp
ken,1,1,ken
kenitra,6,6,kenitra
kenjie,2,1,kenjie
kennedy,7,1,kennedy
kenneth,2,2,kenneth
kenney,2,1,kenney
kenny,1,1,kenny
kenosha,1,1,kenosha
kent,1,1,kent
kentuchy,1,1,kentuchy
kentucky,11,11,kentucky
kenya,2,2,kenya
kept,2,2,kept
kept(b)(6,1,1,kept(b)(6
kerimkulov,2,1,kerimkulov
kevin,27,21,kevin
key,12,11,key | keyed | keys
keys.i,1,1,keys.i
keyword,3,3,keyword | keywords
khachikyan,1,1,khachikyan
khalawi,8,1,khalawi
khaldiya,1,1,khaldiya
khan,2,2,khan
khangana,1,1,khangana
khare,1,1,khare
khryapina,1,1,khryapina
kick,7,7,kick | kicked
kickback,1,1,kickback
kid,130,81,kid | kidding | kids
kidnap,3,3,kidnap | kidnaped | kidnapped
kids,1,1,kids
kids.and,1,1,kids.and
kiero,2,1,kiero
kiev,2,1,kiev
kijiji,1,1,kijiji
kill,12,11,kill | killed | killing
kim,8,5,kim
kimmeridge,1,1,kimmeridge
kind,161,141,kind | kinds
kinda,1,1,kinda
kindest,2,2,kindest
kindgom,1,1,kindgom
kindly,45,41,kindly
"kindly,<br",1,1,"kindly,<br"
kindness,1,1,kindness
kindom,1,1,kindom
king,9,9,king | kings
kingdom,310,169,kingdom
"kingdom""i",1,1,"kingdom""i"
kingdom&quot;.,1,1,kingdom&quot;.
kingdom:&quot,1,1,kingdom:&quot
kingdomas,1,1,kingdomas
kingdomby,1,1,kingdomby
kingdome(uk,1,1,kingdome(uk
kingdomregarding,1,1,kingdomregarding
kingdomsort,4,4,kingdomsort
kingdomthe,2,2,kingdomthe
kings,3,3,kings
kingsoopers,2,1,kingsoopers
kiosk,1,1,kiosk
kirby,21,1,kirby
kirkland,3,1,kirkland
kishoramount,1,1,kishoramount
kishore,2,1,kishore
kissandra,3,1,kissandra
kissimmee,1,1,kissimmee
kit,1,1,kit
kitchen,2,2,kitchen | kitchens
klapakis,2,2,klapakis
klebanov,1,1,klebanov
klein,4,2,klein
kleins,3,1,kleins
kler,5,1,kler
klers,1,1,klers
klnow,1,1,klnow
kmart,1,1,kmart
knee,1,1,knee
knew.for,1,1,knew.for
knife,1,1,knife
knit,2,1,knits
know,1617,1156,knew | know | knowing | known | knows
know!they,1,1,know!they
know.(b)(6)told,1,1,know.(b)(6)told
know.but,1,1,know.but
knowb(6,1,1,knowb(6
knowingly,12,12,knowingly
knowledege,1,1,knowledege
knowledge,44,43,knowledge
knowledge-,1,1,knowledge-
knowledgeable,4,3,knowledgeable
knowlege,1,1,knowlege
known,1,1,known
knowna,1,1,knownas
knowr,1,1,knowr
knows,1,1,knows
knows.(b)(6,1,1,knows.(b)(6
koenig,1,1,koenig
koffi,2,1,koffi
kolkata,1,1,kolkata
kolli,2,1,kolli
kong,5,3,kong
korea,14,5,korea
korea(not,1,1,korea(not
korean,5,4,korean
korsakoff,1,1,korsakoff
kosoian,1,1,kosoian
kosowski,1,1,kosowski
kovac,1,1,kovacs
kovalenko,1,1,kovalenko
kozlowski,2,1,kozlowski
kramer,1,1,kramer
krasnov,3,1,krasnov
krishna,4,2,krishna
krishna@csrinfotech.com,1,1,krishna@csrinfotech.com
kroger,9,7,kroger
krogers,2,2,krogers
ks,1,1,ks
ksa,1,1,ksa
kuadey,3,1,kuadey
kuldeep,1,1,kuldeep
kullanilmak,1,1,kullanilmak
kumar,7,7,kumar
kumaramount,2,1,kumaramount
kuper,1,1,kuper
kuraev,1,1,kuraev
kuwait,4,3,kuwait
kwame,3,1,kwame
kwik,1,1,kwik
kwonn,1,1,kwonn
ky,5,5,ky
kyl,2,1,kyl
kyong,2,1,kyong
kyung,7,2,kyung
l,24,9,l
l'a,2,1,l'a
l'ambasade,2,1,l'ambasade
l'appelante,1,1,l'appelante
l'application,2,2,l'application
l'aranqu,1,1,l'aranques
l'argent,2,2,l'argent
l'assurance,2,2,l'assurance
l'effet,3,2,l'effet
l'etat,1,1,l'etat
l'impôt,1,1,l'impôt
l'influancce,1,1,l'influancce
l'influence,1,1,l'influence
l'inspection,1,1,l'inspection
l'on,2,2,l'on
l'opération,1,1,l'opération
l-1,4,1,l-1
l-1a,1,1,l-1a
l.,24,16,l.
l.101,1,1,l.101
l.a.f.e.o.t.a.,3,1,l.a.f.e.o.t.a.
l1,10,9,l1
l1(p&j,2,2,l1(p&j
"l1,la",3,3,"l1,la"
l1b,2,1,l1b
l1compramo,1,1,l1compramos
l1visa,1,1,l1visa
l2,2,2,l2
l3r,2,2,l3r
l4w,1,1,l4w
l5yarg,1,1,l5yarg
l?extorquer,1,1,l?extorquer
la,541,143,la | las
label,6,6,label | labeled | labels
labeling,1,1,labeling
laber,1,1,laber
laberinto,1,1,laberinto
labor,49,31,labor | labors
laboral,3,2,laboral
laborale,1,1,laborales
labour,5,5,labour
lack,76,72,lack | lacked | lacking
laden,1,1,laden
ladi,1,1,ladi
lado,1,1,lados
ladrona,2,1,ladrona
ladrone,1,1,ladrones
lady,140,113,ladies | lady
"lady""lydia",1,1,"lady""lydia"
"lady,(b)(6",1,1,"lady,(b)(6"
lafayette,1,1,lafayette
lag,2,2,lag | lagging
lagos,1,1,lagos
laguna,2,2,laguna
lah,3,1,lah
lahore,1,1,lahore
lake,14,10,lake
lakepoint,1,1,lakepoint
lakeside,8,8,lakeside
lakewood,1,1,lakewood
lakra,1,1,lakra
lam,1,1,lam
lamba,1,1,lamba
lambert,1,1,lambert
lamentablemente,2,2,lamentablemente
lancaster,2,2,lancaster
lance,1,1,lance
lanchlan,1,1,lanchlan
land,51,47,land | landed | landing
lander,1,1,lander
landing,9,7,landing
landingdate,1,1,landingdate
landline,23,23,landline
landlord,6,5,landlord | landlords
landon,1,1,landon
lands,1,1,lands
landscaper,1,1,landscaper
landuscis,1,1,landuscis
lane,4,4,lane
langley,1,1,langley
language,102,87,language | languages
language(gujarati,1,1,language(gujarati
language.b(6,1,1,language.b(6
languageenglish,1,1,languageenglish
lanham,1,1,lanham
lanka,3,3,lanka
lankaphone,1,1,lankaphone
lanno,1,1,lanno
lanuage,1,1,lanuage
lapagina,1,1,lapagina
lapse,1,1,lapse
laptop,20,18,laptop | laptops
"laptop.,to",1,1,"laptop.,to"
lara,1,1,lara
laredo,6,1,laredo
largas,2,1,largas
large,47,46,large | larger | largest
larger,1,1,larger
largo,1,1,largo
larry,8,6,larry
las,60,41,las
last,391,352,last | lasted
lastly,1,1,lastly
late,93,87,late | latest
late.1,2,2,late.1
lately,4,4,lately
later,513,437,later
later.(i,1,1,later.(i
latina,3,2,latina
latino,15,13,latino
latinos,3,3,latinos
latitude,11,1,latitude
latter,8,8,latter
latvia)to,1,1,latvia)to
lau,7,1,lau
lauchlan,1,1,lauchlan
lauder,1,1,lauder
lauderdale,2,1,lauderdale
laugh,7,7,laughed | laughing
launch,4,4,launch | launched
laundering,3,3,laundering
laundry,2,2,laundry
laura,10,4,laura
lauren,3,1,lauren
lavishly,1,1,lavishly
law,687,499,law | lawer | laws
law-,1,1,law-
law.also,1,1,law.also
law.thank,3,3,law.thank
law]would,1,1,law]would
law_-in,1,1,law_-in
lawer,5,3,lawer | lawers
lawers,1,1,lawers
lawful,16,16,lawful
lawfully,2,2,lawfully
lawlogix,3,1,lawlogix
lawramon,1,1,lawramon
lawrence,2,2,lawrence
laws,4,4,laws
lawsglobal,1,1,lawsglobal
lawsuit,21,19,lawsuit | lawsuits
lawyer,534,300,lawyer | lawyers
lawyers,3,3,lawyers
lax,2,2,lax
lay,4,4,laid | lay | laying
layer,10,7,layer | layers
layla,1,1,layla
layoff,1,1,layoff
layout,5,5,layout
layover,1,1,layover
laywer,1,1,laywer
lazy,2,2,lazy
lb,2,2,lbs
lbsbrown,1,1,lbsbrown
lca,13,8,lca
lda,1,1,lda
le,144,56,le
lea,8,8,lea
lead,215,198,lead | leading | leads | led
leader,2,2,leader | leaders
leading,1,1,leading
leadingto,1,1,leadingto
leaf,1,1,leaf
leagal,2,2,leagal
leagl,1,1,leagl
league,2,2,league
leah,1,1,leah
leak,8,8,leak | leaked | leaking
leaking,1,1,leaking
leandro,1,1,leandro
learn,97,88,learn | learned | learning | learnt
learning,6,6,learning
lease,14,9,lease | leased | leases
leased.32,1,1,leased.32
leasing,2,2,leasing
least,109,103,least
leastthank,1,1,leastthank
leave,417,340,leave | leaves | leaving | left
lebanese,2,2,lebanese
lebanon,6,6,lebanon
lecture,1,1,lecture
led,2,1,leds
lee,24,8,lee
"lee"".she",1,1,"lee"".she"
lee/,1,1,lee/
leelo,1,1,leelo
leer,2,2,leer
lees,3,1,lees
lefkosia)(b(4))cyprus.having,1,1,lefkosia)(b(4))cyprus.having
left,10,6,left | lefted
left.i,1,1,left.i
leg,1,1,leg
legacy,1,1,legacy
legal,692,466,legal | legales
legal(creo,1,1,legal(creo
legal-department@usafis.org)sent,1,1,legal-department@usafis.org)sent
legale,1,1,legales
legales,1,1,legales
